conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
1zh5_cyL_wwJ;4;;;;;;;;;;1,08;1,09;0,52;1,04;1,02;1,02;0;;;;;
1zh5_cyL_wwJ;5;;;;;;;;;;1,07;1,08;0,44;0,57;1,03;1,04;0;;;;;
1zh5_cyL_wwJ;6;;;;;;;;;;1,08;1,08;0,68;1,45;1,03;1,04;5;;;;;
1zh5_cyL_wwJ;7;;;;;;;;;;1,05;1,06;0,48;1,18;1,01;1,00;0;;;;;
1zh5_cyL_wwJ;8;;;;;;;;;;1,09;1,08;0,78;0,96;1,03;1,03;5;;;;;
1zh5_cyL_wwJ;9;;;;;;;;;;1,06;1,07;0,89;1,36;1,03;1,03;4;;;;;
1zh5_cyL_wwJ;10;;;;;;;;;;1,03;1,05;0,40;1,44;1,00;1,00;0;;;;;
1zh5_cyL_wwJ;11;;;;;;;;;;1,11;1,10;0,52;0,62;1,01;1,01;0;;;;;
1zh5_cyL_wwJ;12;;;;;;;;;;1,06;1,05;0,51;0,95;0,98;0,98;0;;;;;
1zh5_cyL_wwJ;13;;;;;;;;;;1,07;1,07;1,07;1,05;1,03;1,04;4;;;;;
1zh5_cyL_wwJ;14;;;;;;;;;;1,07;1,06;0,89;1,27;1,02;1,01;2;;;;;
1zh5_cyL_wwJ;15;;;;;;;;;;1,06;1,06;0,99;1,08;1,03;1,03;2;;;;;
1zh5_cyL_wwJ;16;;;;;;;;;;1,04;1,03;0,82;1,07;1,00;1,00;1;;;;;
1zh5_cyL_wwJ;17;;;;;;;;;;1,07;1,07;0,99;1,22;1,01;1,01;3;25;18;;;
1zh5_cyL_wwJ;18;;;;;;;;;;1,07;1,06;1,04;1,09;1,01;1,01;1;;;;;
1zh5_cyL_wwJ;19;;;;;;;;;;1,06;1,06;1,03;1,15;1,02;1,03;3;25;18;;;
1zh5_cyL_wwJ;20;;;;;;;;;;1,06;1,08;0,61;1,64;1,03;1,03;0;;;;;
1zh5_cyL_wwJ;21;;;;;;;;;;1,05;1,06;0,58;1,69;1,01;1,01;0;;;;;
1zh5_cyL_wwJ;22;;;;;;;;;;1,06;1,06;0,98;0,87;1,02;1,02;1;;;;;
1zh5_cyL_wwJ;23;;;;;;;;;;1,06;1,07;1,00;1,09;1,04;1,04;3;36;24;;;
1zh5_cyL_wwJ;24;;;;;;;;;;1,07;1,07;0,75;1,34;1,02;1,02;2;;;;;
1zh5_cyL_wwJ;25;;;;;;;;;;1,07;1,07;0,94;0,93;1,03;1,03;4;;;;;
1zh5_cyL_wwJ;26;;;;;;;;;;1,06;1,06;0,59;0,84;1,00;1,00;0;;;;;
1zh5_cyL_wwJ;27;;;;;;;;;;1,05;1,05;1,05;1,16;1,01;1,01;4;;;;;
1zh5_cyL_wwJ;28;;;;;;;;;;1,03;1,03;0,35;0,60;0,99;0,98;0;;;;;
1zh5_cyL_wwJ;29;;;;;;;;;;1,03;1,04;0,22;0,03;0,96;0,95;0;;;;;
1zh5_cyL_wwJ;30;;;;;;;;;;1,10;1,13;0,31;1,75;1,00;1,00;0;;;;;
1zh5_cyL_wwJ;31;;;;;;;;;;1,07;1,13;0,01;1,80;;;0;;;;;
1zh5_cyL_wwJ;32;;;;;;;;;;1,06;1,06;0,65;1,33;1,00;1,00;0;;;;;
1zh5_cyL_wwJ;33;;;;;;;;;;1,08;1,07;0,43;1,00;0,99;0,99;0;;;;;
1zh5_cyL_wwJ;34;;;;;;;;;;1,08;1,07;0,82;0,92;1,01;1,01;1;;;;;
1zh5_cyL_wwJ;35;;;;;;;;;;1,10;1,10;0,44;1,44;1,00;1,00;0;;;;;
1zh5_cyL_wwJ;36;;;;;;;;;;1,07;1,06;0,44;1,85;1,01;1,01;5;;;;;
1zh5_cyL_wwJ;37;;;;;;;;;;1,07;1,06;0,97;1,01;0,99;0,99;0;;;;;
1zh5_cyL_wwJ;38;;;;;;;;;;1,06;1,06;0,36;1,38;1,00;0,99;0;;;;;
1zh5_cyL_wwJ;39;;;;;;;;;;1,06;1,08;0,25;0,38;0,99;0,99;0;;;;;
1zh5_cyL_wwJ;40;;;;;;;;;;1,10;1,13;0,25;0,43;0,99;0,99;0;;;;;
1zh5_cyL_wwJ;41;;;;;;;;;;1,05;1,05;0,61;1,46;1,02;1,02;2;;;;;
1zh5_cyL_wwJ;42;;;;;;;;;;1,05;1,05;0,80;1,11;1,00;1,00;3;36;41;;;
1zh5_cyL_wwJ;43;;;;;;;;;;1,08;1,07;0,17;1,08;0,97;0,96;0;;;;;
1zh5_cyL_wwJ;44;;;;;;;;;;1,05;1,05;0,67;1,06;1,01;1,00;0;;;;;
1zh5_cyL_wwJ;45;;;;;;;;;;1,06;1,07;0,05;2,00;0,96;0,96;0;;;;;
1zh5_cyL_wwJ;46;;;;;;;;;;1,04;1,08;0,17;2,00;0,98;0,97;0;;;;;
1zh5_cyL_wwJ;47;;;;;;;;;;1,26;1,27;;;;;0;;;;;
1zh5_cyL_wwJ;48;;;;;;;;;;1,07;1,05;0,94;1,22;1,02;1,03;3;55;52;;;
1zh5_cyL_wwJ;49;;;;;;;;;;1,06;1,09;0,23;1,32;0,99;0,99;0;;;;;
1zh5_cyL_wwJ;50;;;;;;;;;;1,10;1,14;0,22;0,50;0,99;0,98;0;;;;;
1zh5_cyL_wwJ;51;;;;;;;;;;1,07;1,11;0,02;0,70;;;0;;;;;
1zh5_cyL_wwJ;52;;;;;;;;;;1,04;1,04;0,74;1,49;1,00;1,00;1;;;;;
1zh5_cyL_wwJ;53;;;;;;;;;;1,05;1,07;0,14;0,00;0,98;0,98;0;;;;;
1zh5_cyL_wwJ;54;;;;;;;;;;1,04;1,06;0,00;;;;0;;;;;
1zh5_cyL_wwJ;55;;;;;;;;;;1,05;1,03;0,79;1,46;0,99;0,99;5;;;;;
1zh5_cyL_wwJ;56;;;;;;;;;;1,14;1,14;0,13;0,06;;;0;;;;;
1zh5_cyL_wwJ;57;;;;;;;;;;1,13;1,16;0,09;1,41;;;0;;;;;
1zh5_cyL_wwJ;58;;;;;;;;;;1,02;1,01;0,02;0,98;0,96;0,96;0;;;;;
1zh5_cyL_wwJ;59;;;;;;;;;;1,03;1,04;0,67;0,71;0,96;0,95;0;;;;;
1zh5_cyL_wwJ;60;;;;;;;;;;1,03;1,04;0,13;2,00;0,98;0,97;0;;;;;
2aQM_AW3_d9N;0;1;1;103368;61;39;;3;3;3;1,06;1,08;1,02;1,08;0,98;0,99;;;;;;
2aQM_AW3_d9N;1;;;;;;;;;;1,08;1,08;1,02;1,04;0,98;0,99;2;;;;;
2aQM_AW3_d9N;2;;;;;;;;;;1,06;1,06;1,05;1,05;0,98;0,99;2;;;;;
2aQM_AW3_d9N;3;;;;;;;;;;1,03;1,04;1,00;1,11;0,98;0,99;4;;;;;
2aQM_AW3_d9N;4;;;;;;;;;;1,07;1,08;0,67;1,73;1,08;0,99;3;5;2;;;
2aQM_AW3_d9N;5;;;;;;;;;;1,06;1,08;0,81;1,02;1,01;0,99;4;;;;;
2aQM_AW3_d9N;6;;;;;;;;;;1,08;1,08;0,99;1,09;1,00;0,99;3;5;2;;;
2aQM_AW3_d9N;7;;;;;;;;;;1,05;1,06;1,02;0,99;0,96;0,99;5;;;;;
2aQM_AW3_d9N;8;;;;;;;;;;1,10;1,09;0,90;1,07;0,98;0,99;3;7;9;;;
2aQM_AW3_d9N;9;;;;;;;;;;1,06;1,06;1,00;1,08;1,00;0,99;1;;;;;
2aQM_AW3_d9N;10;;;;;;;;;;1,00;1,03;0,69;1,34;0,98;0,99;5;;;;;
2aQM_AW3_d9N;11;;;;;;;;;;1,08;1,09;0,78;1,12;0,98;0,99;2;;;;;
2aQM_AW3_d9N;12;;;;;;;;;;1,03;1,02;0,88;0,79;0,95;0,99;4;;;;;
2aQM_AW3_d9N;13;;;;;;;;;;1,07;1,08;0,95;1,01;0,98;0,99;3;14;11;;;
2aQM_AW3_d9N;14;;;;;;;;;;1,09;1,07;0,94;0,98;0,97;0,99;5;;;;;
2aQM_AW3_d9N;15;;;;;;;;;;1,06;1,08;1,01;1,06;0,98;0,99;3;14;1;;;
2aQM_AW3_d9N;16;;;;;;;;;;1,03;1,03;1,03;1,09;0,97;0,99;1;;;;;
2aQM_AW3_d9N;17;;;;;;;;;;1,07;1,08;0,93;0,97;0,96;0,99;5;;;;;
2aQM_AW3_d9N;18;;;;;;;;;;1,07;1,06;1,00;1,14;0,99;0,99;4;;;;;
2aQM_AW3_d9N;19;;;;;;;;;;1,07;1,06;1,03;1,05;0,97;0,99;3;22;23;;;
2aQM_AW3_d9N;20;;;;;;;;;;1,06;1,09;0,96;1,07;0,97;0,99;1;;;;;
2aQM_AW3_d9N;21;;;;;;;;;;1,05;1,06;0,96;1,11;0,96;0,99;4;;;;;
2aQM_AW3_d9N;22;;;;;;;;;;1,06;1,06;0,96;1,00;0,95;0,99;4;;;;;
2aQM_AW3_d9N;23;;;;;;;;;;1,07;1,08;1,00;1,11;0,99;0,99;2;;;;;
2aQM_AW3_d9N;24;;;;;;;;;;1,07;1,06;1,03;1,08;0,98;0,99;3;32;23;;;
2aQM_AW3_d9N;25;;;;;;;;;;1,07;1,07;1,04;1,07;0,99;0,99;3;32;23;;;
2aQM_AW3_d9N;26;;;;;;;;;;1,04;1,04;0,78;1,52;0,99;0,99;4;;;;;
2aQM_AW3_d9N;27;;;;;;;;;;1,05;1,05;1,08;1,07;0,99;0,99;1;;;;;
2aQM_AW3_d9N;28;;;;;;;;;;1,02;1,02;0,91;0,96;0,95;0,99;1;;;;;
2aQM_AW3_d9N;29;;;;;;;;;;1,05;1,05;0,45;1,77;1,04;0,99;0;;;;;
2aQM_AW3_d9N;30;;;;;;;;;;1,09;1,12;0,49;1,25;1,02;0,99;0;;;;;
2aQM_AW3_d9N;31;;;;;;;;;;1,03;1,10;0,10;2,00;0,94;0,99;0;;;;;
2aQM_AW3_d9N;32;;;;;;;;;;1,06;1,06;0,87;1,73;0,93;0,99;5;;;;;
2aQM_AW3_d9N;33;;;;;;;;;;1,06;1,06;0,80;1,36;0,97;0,99;3;32;36;;;
2aQM_AW3_d9N;34;;;;;;;;;;1,07;1,07;1,03;1,07;0,95;0,99;2;;;;;
2aQM_AW3_d9N;35;;;;;;;;;;1,08;1,08;1,01;0,94;0,97;0,99;1;;;;;
2aQM_AW3_d9N;36;;;;;;;;;;1,07;1,06;1,05;1,22;0,97;0,99;2;;;;;
2aQM_AW3_d9N;37;;;;;;;;;;1,05;1,03;0,91;1,13;0,95;0,99;4;;;;;
2aQM_AW3_d9N;38;;;;;;;;;;1,06;1,05;1,09;1,35;0,99;0,99;2;;;;;
2aQM_AW3_d9N;39;;;;;;;;;;1,05;1,07;0,69;0,93;0,97;0,99;4;;;;;
2aQM_AW3_d9N;40;;;;;;;;;;1,05;1,08;0,37;1,25;0,99;0,99;0;;;;;
2aQM_AW3_d9N;41;;;;;;;;;;1,04;1,05;0,94;1,14;0,97;0,99;2;;;;;
2aQM_AW3_d9N;42;;;;;;;;;;1,05;1,05;1,05;1,16;0,97;0,99;1;;;;;
2aQM_AW3_d9N;43;;;;;;;;;;1,06;1,04;0,66;0,97;0,96;0,99;0;;;;;
2aQM_AW3_d9N;44;;;;;;;;;;1,05;1,05;0,92;1,15;0,94;0,99;2;;;;;
2aQM_AW3_d9N;45;;;;;;;;;;1,02;1,02;0,63;1,07;1,00;0,99;5;;;;;
2aQM_AW3_d9N;46;;;;;;;;;;1,02;1,04;0,60;0,81;1,02;0,99;0;;;;;
2aQM_AW3_d9N;47;;;;;;;;;;1,20;1,20;0,33;0,96;0,95;0,99;0;;;;;
2aQM_AW3_d9N;48;;;;;;;;;;1,07;1,06;1,01;1,08;1,02;0,99;1;;;;;
2aQM_AW3_d9N;49;;;;;;;;;;1,06;1,08;1,08;0,97;0,95;0,99;5;;;;;
2aQM_AW3_d9N;50;;;;;;;;;;1,08;1,10;0,31;1,59;0,91;0,99;0;;;;;
2aQM_AW3_d9N;51;;;;;;;;;;1,10;1,14;0,22;1,16;1,00;0,99;0;;;;;
2aQM_AW3_d9N;52;;;;;;;;;;1,04;1,05;1,14;1,17;0,95;0,99;3;49;48;;;
2aQM_AW3_d9N;53;;;;;;;;;;1,06;1,07;0,61;0,56;1,04;0,99;0;;;;;
2aQM_AW3_d9N;54;;;;;;;;;;1,08;1,09;0,14;2,00;0,98;0,99;0;;;;;
2aQM_AW3_d9N;55;;;;;;;;;;1,07;1,03;1,07;1,11;0,96;0,99;1;;;;;
2aQM_AW3_d9N;56;;;;;;;;;;1,07;1,08;0,80;1,28;0,95;0,99;1;;;;;
2aQM_AW3_d9N;57;;;;;;;;;;1,15;1,16;0,33;0,31;1,00;0,99;0;;;;;
2aQM_AW3_d9N;58;;;;;;;;;;1,00;0,99;0,19;0,21;1,26;0,99;0;;;;;
2aQM_AW3_d9N;59;;;;;;;;;;1,03;1,02;1,16;1,00;0,91;0,99;5;;;;;
2aQM_AW3_d9N;60;;;;;;;;;;1,02;1,02;0,70;1,28;0,93;0,99;5;;;;;
2DdQ_2sz_TeW;0;1;1;20393;54;46;;3;3;3;1,06;1,05;1,06;1,23;0,98;0,99;;;;;;
2DdQ_2sz_TeW;1;;;;;;;;;;1,07;1,05;0,99;1,23;0,98;0,99;1;;;;;
2DdQ_2sz_TeW;2;;;;;;;;;;1,03;1,02;0,56;1,71;1,01;0,99;0;;;;;
2DdQ_2sz_TeW;3;;;;;;;;;;1,04;1,03;0,69;1,36;1,18;0,99;0;;;;;
2DdQ_2sz_TeW;4;;;;;;;;;;1,09;1,09;0,36;2,00;1,38;0,99;0;;;;;
2DdQ_2sz_TeW;5;;;;;;;;;;1,09;1,09;0,30;0,36;0,81;0,99;0;;;;;
2DdQ_2sz_TeW;6;;;;;;;;;;1,06;1,05;0,53;1,37;0,99;0,99;4;;;;;
2DdQ_2sz_TeW;7;;;;;;;;;;1,07;1,06;0,31;1,03;0,99;0,99;0;;;;;
2DdQ_2sz_TeW;8;;;;;;;;;;1,06;1,05;0,81;1,11;1,02;0,99;3;6;13;;;
2DdQ_2sz_TeW;9;;;;;;;;;;1,05;1,05;0,32;1,92;1,03;0,99;0;;;;;
2DdQ_2sz_TeW;10;;;;;;;;;;1,00;1,02;0,05;1,58;0,95;0,99;0;;;;;
2DdQ_2sz_TeW;11;;;;;;;;;;1,11;1,12;0,22;2,00;1,04;0,99;0;;;;;
2DdQ_2sz_TeW;12;;;;;;;;;;1,04;1,06;0,19;0,22;0,97;0,99;0;;;;;
2DdQ_2sz_TeW;13;;;;;;;;;;1,08;1,08;0,60;1,48;1,00;0,99;2;;;;;
2DdQ_2sz_TeW;14;;;;;;;;;;1,07;1,05;0,77;1,29;0,98;0,99;1;;;;;
2DdQ_2sz_TeW;15;;;;;;;;;;1,07;1,06;1,01;1,16;1,11;0,99;1;;;;;
2DdQ_2sz_TeW;16;;;;;;;;;;1,05;1,04;0,73;1,37;1,03;0,99;3;27;15;;;
2DdQ_2sz_TeW;17;;;;;;;;;;1,08;1,08;0,26;0,86;0,99;0,99;0;;;;;
2DdQ_2sz_TeW;18;;;;;;;;;;1,06;1,05;0,96;0,89;0,94;0,99;5;;;;;
2DdQ_2sz_TeW;19;;;;;;;;;;1,06;1,05;0,82;1,24;1,01;0,99;3;25;13;;;
2DdQ_2sz_TeW;20;;;;;;;;;;1,08;1,10;0,34;0,58;1,09;0,99;0;;;;;
2DdQ_2sz_TeW;21;;;;;;;;;;1,05;1,05;0,44;0,78;0,95;0,99;0;;;;;
2DdQ_2sz_TeW;22;;;;;;;;;;1,05;1,04;0,61;0,50;0,89;0,99;0;;;;;
2DdQ_2sz_TeW;23;;;;;;;;;;1,06;1,05;1,11;1,33;0,98;0,99;1;;;;;
2DdQ_2sz_TeW;24;;;;;;;;;;1,06;1,05;1,18;1,24;0,96;0,99;2;;;;;
2DdQ_2sz_TeW;25;;;;;;;;;;1,08;1,06;0,85;1,03;0,96;0,99;4;;;;;
2DdQ_2sz_TeW;26;;;;;;;;;;1,09;1,09;0,02;2,00;0,73;0,99;0;;;;;
2DdQ_2sz_TeW;27;;;;;;;;;;1,06;1,05;0,40;1,33;0,96;0,99;5;;;;;
2DdQ_2sz_TeW;28;;;;;;;;;;1,05;1,04;0,36;1,15;1,14;0,99;0;;;;;
2DdQ_2sz_TeW;29;;;;;;;;;;1,03;1,06;0,00;;0,00;;0;;;;;
2DdQ_2sz_TeW;30;;;;;;;;;;1,08;1,11;0,07;1,47;1,64;0,99;0;;;;;
2DdQ_2sz_TeW;31;;;;;;;;;;1,18;1,22;0,00;;1,30;0,99;0;;;;;
2DdQ_2sz_TeW;32;;;;;;;;;;1,02;1,03;0,31;1,06;0,97;0,99;0;;;;;
2DdQ_2sz_TeW;33;;;;;;;;;;1,06;1,05;0,49;0,72;0,94;0,99;0;;;;;
2DdQ_2sz_TeW;34;;;;;;;;;;1,06;1,05;0,78;1,53;0,97;0,99;4;;;;;
2DdQ_2sz_TeW;35;;;;;;;;;;1,11;1,11;0,06;2,00;1,04;0,99;0;;;;;
2DdQ_2sz_TeW;36;;;;;;;;;;1,08;1,06;0,93;0,96;0,98;0,99;2;;;;;
2DdQ_2sz_TeW;37;;;;;;;;;;1,04;1,03;0,11;0,12;0,94;0,99;0;;;;;
2DdQ_2sz_TeW;38;;;;;;;;;;1,08;1,08;0,26;1,29;0,95;0,99;0;;;;;
2DdQ_2sz_TeW;39;;;;;;;;;;1,06;1,09;0,16;0,06;1,40;0,99;0;;;;;
2DdQ_2sz_TeW;40;;;;;;;;;;1,10;1,12;0,02;2,00;2,00;0,99;0;;;;;
2DdQ_2sz_TeW;41;;;;;;;;;;1,08;1,07;0,26;1,93;1,04;0,99;0;;;;;
2DdQ_2sz_TeW;42;;;;;;;;;;1,06;1,04;0,78;1,68;0,97;0,99;0;;;;;
2DdQ_2sz_TeW;43;;;;;;;;;;1,05;1,05;0,00;;1,07;0,99;0;;;;;
2DdQ_2sz_TeW;44;;;;;;;;;;1,06;1,07;0,36;0,75;0,92;0,99;0;;;;;
2DdQ_2sz_TeW;45;;;;;;;;;;1,01;1,01;0,14;0,00;1,31;0,99;0;;;;;
2DdQ_2sz_TeW;46;;;;;;;;;;1,07;1,09;;;;;0;;;;;
2DdQ_2sz_TeW;47;;;;;;;;;;1,17;1,23;;;;;0;;;;;
2DdQ_2sz_TeW;48;;;;;;;;;;1,04;1,03;0,55;1,85;1,04;0,99;5;;;;;
2DdQ_2sz_TeW;49;;;;;;;;;;1,10;1,12;;;;;0;;;;;
2DdQ_2sz_TeW;50;;;;;;;;;;1,13;1,17;0,00;;0,80;0,99;0;;;;;
2DdQ_2sz_TeW;51;;;;;;;;;;1,10;1,15;;;;;0;;;;;
2DdQ_2sz_TeW;52;;;;;;;;;;1,07;1,07;0,35;1,14;0,89;0,99;0;;;;;
2DdQ_2sz_TeW;53;;;;;;;;;;1,13;1,15;0,06;0,00;0,00;;0;;;;;
2DdQ_2sz_TeW;54;;;;;;;;;;1,08;1,13;0,17;0,48;1,40;0,99;0;;;;;
2DdQ_2sz_TeW;55;;;;;;;;;;1,05;1,04;0,40;1,89;0,95;0,99;0;;;;;
2DdQ_2sz_TeW;56;;;;;;;;;;1,14;1,15;;;;;0;;;;;
2DdQ_2sz_TeW;57;;;;;;;;;;1,17;1,23;;;;;0;;;;;
2DdQ_2sz_TeW;58;;;;;;;;;;0,99;1,00;0,00;;0,91;0,99;0;;;;;
2DdQ_2sz_TeW;59;;;;;;;;;;1,05;1,05;0,00;;1,08;0,99;0;;;;;
2DdQ_2sz_TeW;60;;;;;;;;;;1,04;1,04;0,07;2,00;1,04;0,99;0;;;;;
3516_Frj_pxt;0;2;2;12048;80;20;;3;3;3;1,07;1,07;0,95;0,88;1,03;1,04;;;;;;
3516_Frj_pxt;1;;;;;;;;;;1,07;1,06;0,92;0,82;1,02;1,04;5;;;;;
3516_Frj_pxt;2;;;;;;;;;;1,05;1,05;0,81;0,79;1,01;1,04;4;;;;;
3516_Frj_pxt;3;;;;;;;;;;1,05;1,04;0,98;1,23;1,14;1,04;1;;;;;
3516_Frj_pxt;4;;;;;;;;;;1,09;1,09;0,41;0,40;0,92;1,04;0;;;;;
3516_Frj_pxt;5;;;;;;;;;;1,08;1,09;0,18;0,84;0,93;1,04;0;;;;;
3516_Frj_pxt;6;;;;;;;;;;1,06;1,06;0,82;0,58;1,09;1,04;2;;;;;
3516_Frj_pxt;7;;;;;;;;;;1,07;1,08;0,27;0,68;0,95;1,04;0;;;;;
3516_Frj_pxt;8;;;;;;;;;;1,09;1,07;0,83;0,60;1,07;1,04;3;13;3;;;
3516_Frj_pxt;9;;;;;;;;;;1,06;1,05;1,02;0,86;1,07;1,04;1;;;;;
3516_Frj_pxt;10;;;;;;;;;;0,99;1,02;0,52;0,42;1,04;1,04;0;;;;;
3516_Frj_pxt;11;;;;;;;;;;1,14;1,14;0,41;1,71;1,03;1,04;0;;;;;
3516_Frj_pxt;12;;;;;;;;;;1,09;1,09;0,04;2,00;1,03;1,04;0;;;;;
3516_Frj_pxt;13;;;;;;;;;;1,10;1,09;0,81;0,75;1,04;1,04;4;;;;;
3516_Frj_pxt;14;;;;;;;;;;1,03;1,06;0,58;1,09;1,08;1,04;3;15;6;;;
3516_Frj_pxt;15;;;;;;;;;;1,07;1,06;0,78;0,78;1,02;1,04;5;;;;;
3516_Frj_pxt;16;;;;;;;;;;1,06;1,04;0,82;0,80;1,04;1,04;4;;;;;
3516_Frj_pxt;17;;;;;;;;;;1,09;1,07;0,82;0,77;1,30;1,04;1;;;;;
3516_Frj_pxt;18;;;;;;;;;;1,08;1,07;0,68;1,07;1,05;1,04;3;25;27;;;
3516_Frj_pxt;19;;;;;;;;;;1,07;1,05;0,78;0,65;1,02;1,04;4;;;;;
3516_Frj_pxt;20;;;;;;;;;;1,10;1,12;1,21;1,30;1,11;1,04;1;;;;;
3516_Frj_pxt;21;;;;;;;;;;1,09;1,07;0,24;0,75;0,96;1,04;0;;;;;
3516_Frj_pxt;22;;;;;;;;;;1,08;1,07;0,60;1,05;1,13;1,04;3;23;36;;;
3516_Frj_pxt;23;;;;;;;;;;1,09;1,07;0,94;0,92;1,00;1,04;5;;;;;
3516_Frj_pxt;24;;;;;;;;;;1,09;1,07;0,96;1,01;1,06;1,04;3;23;36;;;
3516_Frj_pxt;25;;;;;;;;;;1,11;1,08;0,80;0,72;1,01;1,04;5;;;;;
3516_Frj_pxt;26;;;;;;;;;;1,09;1,10;0,17;1,35;0,97;1,04;0;;;;;
3516_Frj_pxt;27;;;;;;;;;;1,06;1,06;0,97;0,91;1,06;1,04;2;;;;;
3516_Frj_pxt;28;;;;;;;;;;1,06;1,06;0,24;0,59;0,88;1,04;0;;;;;
3516_Frj_pxt;29;;;;;;;;;;1,04;1,06;0,15;2,00;1,19;1,04;0;;;;;
3516_Frj_pxt;30;;;;;;;;;;1,13;1,13;0,00;;0,90;1,04;0;;;;;
3516_Frj_pxt;31;;;;;;;;;;1,10;1,17;;;;;0;;;;;
3516_Frj_pxt;32;;;;;;;;;;1,05;1,06;0,51;0,83;0,93;1,04;0;;;;;
3516_Frj_pxt;33;;;;;;;;;;1,08;1,08;0,26;0,02;0,88;1,04;0;;;;;
3516_Frj_pxt;34;;;;;;;;;;1,09;1,07;0,79;0,81;0,97;1,04;4;;;;;
3516_Frj_pxt;35;;;;;;;;;;1,11;1,12;0,14;2,00;1,00;1,04;0;;;;;
3516_Frj_pxt;36;;;;;;;;;;1,10;1,07;0,90;0,91;1,07;1,04;2;;;;;
3516_Frj_pxt;37;;;;;;;;;;1,08;1,06;0,82;0,77;0,95;1,04;0;;;;;
3516_Frj_pxt;38;;;;;;;;;;1,08;1,08;0,16;0,76;0,99;1,04;0;;;;;
3516_Frj_pxt;39;;;;;;;;;;1,08;1,09;0,23;1,68;0,95;1,04;0;;;;;
3516_Frj_pxt;40;;;;;;;;;;1,15;1,17;0,00;;0,88;1,04;0;;;;;
3516_Frj_pxt;41;;;;;;;;;;1,11;1,08;0,98;1,26;1,13;1,04;1;;;;;
3516_Frj_pxt;42;;;;;;;;;;1,11;1,08;0,72;1,12;1,10;1,04;2;;;;;
3516_Frj_pxt;43;;;;;;;;;;1,13;1,11;0,35;0,01;0,95;1,04;0;;;;;
3516_Frj_pxt;44;;;;;;;;;;1,07;1,07;0,28;1,11;1,15;1,04;0;;;;;
3516_Frj_pxt;45;;;;;;;;;;1,05;1,06;0,23;0,33;1,12;1,04;0;;;;;
3516_Frj_pxt;46;;;;;;;;;;1,09;1,12;0,07;2,00;0,97;1,04;0;;;;;
3516_Frj_pxt;47;;;;;;;;;;1,23;1,28;0,21;0,00;0,89;1,04;0;;;;;
3516_Frj_pxt;48;;;;;;;;;;1,07;1,04;0,75;0,83;1,02;1,04;5;;;;;
3516_Frj_pxt;49;;;;;;;;;;1,12;1,14;0,36;1,04;0,95;1,04;0;;;;;
3516_Frj_pxt;50;;;;;;;;;;1,09;1,11;0,00;;0,83;1,04;0;;;;;
3516_Frj_pxt;51;;;;;;;;;;1,11;1,14;0,37;0,00;0,93;1,04;0;;;;;
3516_Frj_pxt;52;;;;;;;;;;1,08;1,07;0,68;1,32;1,06;1,04;1;;;;;
3516_Frj_pxt;53;;;;;;;;;;1,02;1,09;0,28;0,95;0,99;1,04;0;;;;;
3516_Frj_pxt;54;;;;;;;;;;1,07;1,13;0,00;;1,11;1,04;0;;;;;
3516_Frj_pxt;55;;;;;;;;;;1,08;1,05;0,92;1,01;1,10;1,04;2;;;;;
3516_Frj_pxt;56;;;;;;;;;;1,21;1,21;0,34;0,77;1,06;1,04;0;;;;;
3516_Frj_pxt;57;;;;;;;;;;1,14;1,13;;;0,83;1,04;0;;;;;
3516_Frj_pxt;58;;;;;;;;;;1,00;1,00;0,00;;1,39;1,04;0;;;;;
3516_Frj_pxt;59;;;;;;;;;;1,03;1,03;0,57;0,02;0,94;1,04;0;;;;;
3516_Frj_pxt;60;;;;;;;;;;1,05;1,04;0,11;2,00;0,99;1,04;0;;;;;
3iVM_3Fr_nKf;0;2;2;20159;15;85;;3;3;3;1,05;1,04;1,00;1,06;1,06;1,11;;;;;;
3iVM_3Fr_nKf;1;;;;;;;;;;1,05;1,04;0,95;1,07;1,09;1,11;5;;;;;
3iVM_3Fr_nKf;2;;;;;;;;;;1,04;1,03;0,85;1,19;1,05;1,11;2;;;;;
3iVM_3Fr_nKf;3;;;;;;;;;;1,02;1,01;0,98;1,14;1,07;1,11;3;1;8;;;
3iVM_3Fr_nKf;4;;;;;;;;;;1,07;1,08;0,80;0,95;1,08;1,11;0;;;;;
3iVM_3Fr_nKf;5;;;;;;;;;;1,05;1,06;0,79;1,07;1,04;1,11;1;;;;;
3iVM_3Fr_nKf;6;;;;;;;;;;1,04;1,03;0,91;1,35;1,08;1,11;2;;;;;
3iVM_3Fr_nKf;7;;;;;;;;;;1,04;1,04;0,88;1,13;1,09;1,11;1;;;;;
3iVM_3Fr_nKf;8;;;;;;;;;;1,05;1,05;0,87;1,15;1,04;1,11;2;;;;;
3iVM_3Fr_nKf;9;;;;;;;;;;1,05;1,05;0,92;1,03;1,08;1,11;3;1;8;;;
3iVM_3Fr_nKf;10;;;;;;;;;;1,04;1,03;0,85;0,96;1,16;1,11;0;;;;;
3iVM_3Fr_nKf;11;;;;;;;;;;1,06;1,07;0,63;1,21;1,12;1,11;0;;;;;
3iVM_3Fr_nKf;12;;;;;;;;;;1,02;1,02;0,40;1,31;1,10;1,11;0;;;;;
